property_name,bhk,areaWithType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,description,price_per_sqft,price
1 BHK Apartment for Sale in Amroli Surat,1,Super Area,660,Resale,Ready to Move,5,5,Unfurnished,NA,Well Maintained Excellent Ventilation  Gated Community,3030.0,0.2
"2 BHK Apartment for Sale in Amber Palace, Kamrej Char Rasta Surat",2,Carpet Area,950,Resale,Ready to Move,2,5,Furnished,NA,"furnished flat with modular kitchen, all surrounding grills in balconies for safety of children, well maintained society, at very reasonable rateRead more",2422.0,0.31
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",2,Super Area,1225,New Property,Poss. by Aug '24,6,13,Unfurnished,South -West,2BHK ultra luxurious flat for sell in Palanpur. Prime location with all aminities. Having 1225 sqft covered area.Read more,4204.0,0.52
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",2,Carpet Area,675,Resale,Ready to Move,6,14,Unfurnished,East,new bulding with all aminitues,3759.0,0.38
2 BHK Apartment for Sale in Parley Point Surat,2,Carpet Area,850,Resale,Ready to Move,6,12,Semi-Furnished,East,"Property is available in prime location. All basic requirement like Market, Malls, Schools, Hospitals, Airport, Cinemas etc, are available near by the project. This will become your right choice.Read more",4385.0,0.57
3 BHK Apartment for Sale in Adajan Surat,3,Super Area,1375,Resale,Ready to Move,NA,NA,NA,NA,"3 BHK, Multistorey Apartment is available for Sale in Adajan, Surat for 60.0 Lac(s)Read more",4364.0,0.6
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",2,Carpet Area,1265,Resale,Ready to Move,13,13,Unfurnished,East,"2 BHK, Multistorey Apartment is available for Sale in Palanpur, Surat for 40.0 Lac(s)Read more",3162.0,0.4
"2 BHK Apartment for Sale in Swapna Srusthi Residency Plots, Bhestan Surat",2,Carpet Area,750,Resale,Ready to Move,1,4,Semi-Furnished,North - East,"1st floor, Garden facing",2722.0,0.24
1 BHK Apartment for Sale in Katar Gam Surat,1,Super Area,550,Resale,Ready to Move,5,5,Unfurnished,East,"1 BHK, Multistorey Apartment is available for Sale in Katar Gam, Surat for 20.0 Lac(s)Read more",3636.0,0.2
2 BHK Apartment for Sale in Adajan Surat,2,Super Area,847,Resale,Ready to Move,1,13,Furnished,East,"2 BHK, Multistorey Apartment is available for Sale in Adajan, Surat for 50.0 Lac(s)Read more",5903.0,0.5
2 BHK Apartment for Sale in Adajan Surat,2,Super Area,1100,Resale,Ready to Move,4,5,Furnished,East,Fully sun lighting 2BHK flat with East west facing. totally modular kitchen. in good area.Read more,3273.0,0.36
2 BHK Apartment for Sale in Nan Pura Surat,2,Super Area,820,Resale,Ready to Move,8,9,Furnished,NA,"West facing, 24 hrs power and running water availability. Open terrace area for all. Strong construction, has passed in the test reports of s. M. CRead more",2317.0,0.19
"1 BHK Apartment for Sale in Swapna Villa 2 Phase 2, Kamrej Surat",1,Carpet Area,750,Resale,Ready to Move,1,5,Semi-Furnished,NA,"1 BHK, Multistorey Apartment is available for Sale in Kamrej, Surat for 25.0 Lac(s)Read more",3125.0,0.25
4 BHK Apartment for Sale in Bhatar Surat,4,Super Area,1370,Resale,Ready to Move,3,4,Unfurnished,NA,Its a 3rd floor Multistorey Apartment in a building of total 4 floors. The Multistorey Apartment construction is more than 10 to 15 years old.Read more,3212.0,0.44
"3 BHK Apartment for Sale in Green City, Bhatha Surat",3,Super Area,1725,Resale,Ready to Move,NA,NA,NA,NA,"3 BHK, Multistorey Apartment is available for Sale in Bhatha, Surat for 60.0 Lac(s)Read more",3478.0,0.6
2 BHK Builder Floor for Sale in Adajan Surat,2,Super Area,1200,Resale,Ready to Move,3,5,Unfurnished,East,"2 BHK, Builder Floor Apartment is available for Sale in Adajan, Surat for 35.0 Lac(s)Read more",2917.0,0.35
2 BHK Builder Floor for Sale in Nana Varachha Surat,2,Super Area,1267,Resale,Ready to Move,2,4,Furnished,North - West,"2 BHK, Builder Floor Apartment is available for Sale in Nana Varachha, Surat for 50.0 Lac(s)Read more",3946.0,0.5
3 BHK Apartment for Sale in Jahangirabad Surat,3,Super Area,1600,Resale,Ready to Move,9,13,Unfurnished,NA,"3 BHK, Multistorey Apartment is available for Sale in Jahangirabad, Surat for 30.0 Lac(s)Read more",1875.0,0.3
1 BHK Apartment for Sale in Palanpur Surat,1,Carpet Area,441,Resale,Ready to Move,3,5,Unfurnished,South,"1 BHK, Multistorey Apartment is available for Sale in Palanpur, Surat for 23.51 Lac(s)Read more",3509.0,0.23
"2 BHK Apartment for Sale in Nandan Enclave, Piplod Surat",2,Carpet Area,945,Resale,Ready to Move,7,10,Semi-Furnished,NA,Porperty at one of posh area in Surat and Best location,4296.0,0.58
3 BHK Apartment for Sale in mahavir appartment Surat,3,Carpet Area,1327,Resale,Ready to Move,4,9,Furnished,NA,"3 BHK, Multistorey Apartment is available for Sale in , Surat for 42.50 Lac(s)Read more",2881.0,0.42
3 BHK Apartment for Sale in Sarthana Jakat Naka Surat,3,Carpet Area,1150,Resale,Ready to Move,4,5,Furnished,East,"10 x 20 Living room  10 x 10 Children room  12 x 10 Master bedroom -1 with washroom  11 x 10 Master bedroom -2 with washroom  1 general bathroom 8 x 6  balcony  Storeroom  Washarea    2 bed 2 dressing table  200 liter privet tank   4x2 marble temple   Road  gate corner full location  Fully air circulation  Vraj villa residency  Opp,sarthana police chowki  Rate - 49 lacRead more",3500.0,0.49
2 BHK Apartment for Sale in Aarav Apartment Surat,2,Super Area,850,Resale,Ready to Move,3,4,Unfurnished,NA,"very close of evey useful need like hospital railway station, bus station, sabji marketRead more",2941.0,0.25
"2 BHK Apartment for Sale in Navsarjan Appartment, Kailash Nagar Surat",2,Super Area,729,Resale,Ready to Move,2,3,Semi-Furnished,NA,"2 BHK, Multistorey Apartment is available for Sale in Kailash Nagar, Surat for 17.0 Lac(s)Read more",2332.0,0.17
"2 BHK Apartment for Sale in Aagam Heights, Althan Surat",2,Super Area,1300,Resale,Ready to Move,9,13,Semi-Furnished,NA,"Wind direction property  nice gallery view, semi furnished",4000.0,0.52
2 BHK Apartment for Sale in Surat,2,Super Area,1041,Resale,Ready to Move,2,5,Unfurnished,NA,"2 bhk flat having full Furnished and good ventilation. CCTV, Car parking amenities availableRead more",3650.0,0.38
4 BHK Penthouse for Sale in Mandvi Surat,4,Carpet Area,1300,Resale,Ready to Move,0,2,Furnished,NA,"4 BHK, Penthouse is available for Sale in Mandvi, Surat for 45.0 Lac(s)Read more",,0.45
2 BHK Apartment for Sale in Vesu Canal Road Surat,2,Carpet Area,715,Resale,Ready to Move,8,10,Furnished,NA,"2 BHK, Multistorey Apartment is available for Sale in Vesu Canal Road, Surat for 43.0 Lac(s)Read more",3629.0,0.43
"2 BHK Apartment for Sale in Vaidehi Heights, Dindoli Surat",2,Carpet Area,1050,Resale,Ready to Move,2,12,Furnished,East,"High Reach Aarkitack design, And Extra Space",3477.0,0.36
"2 BHK Apartment for Sale in Sai Upavan, Palanpur Gam Surat",2,Super Area,1264,Resale,Ready to Move,13,14,Unfurnished,East,"2 BHK, Multistorey Apartment is available for Sale in Palanpur Gam, Surat for 55.0 Lac(s)Read more",4351.0,0.55
"2 BHK Apartment for Sale in Shiv Shrungal Homes, Althan Surat",2,Carpet Area,1144,Resale,Ready to Move,5,5,Semi-Furnished,West,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,,0.52
"2 BHK Apartment for Sale in Shagun Avenue, Parvat Patiya Surat",2,Super Area,1155,Resale,Ready to Move,6,13,Unfurnished,West,"2 BHK, Multistorey Apartment is available for Sale in Parvat Patiya, Surat for 40.42 Lac(s)Read more",3500.0,0.4
2 BHK Apartment for Sale in Palanpur Patia Surat,2,Super Area,1150,Resale,Ready to Move,5,5,Semi-Furnished,NA, This Multistorey Apartment is located at 5th floor in a building of total 5 floors. Read more,2783.0,0.32
1 BHK Apartment for Sale in Adajan Gam Surat,1,Carpet Area,625,Resale,Ready to Move,2,4,Semi-Furnished,NA,"1 BHK, Multistorey Apartment is available for Sale in Adajan Gam, Surat for 26.51 Lac(s)Read more",3213.0,0.27
2 BHK Apartment for Sale in Lambe Hanuman Road Surat,2,Carpet Area,1000,Resale,Ready to Move,3,5,Furnished,NA,Well maintained Furniture,3077.0,0.4
2 BHK Apartment for Sale in Nana Varachha Surat,2,Super Area,1193,Resale,Ready to Move,4,10,Semi-Furnished,East,The Home consists of 2 furnished bathroom and also has 2 balconies. It is located on 4th floor of the 10 floors in the tower and is well ventilated. This is a 2 bed room apartment present in Nana Varachha. It offers 1190 Sq-ft area for use. Expected price of the Home is fixed at 40 Lac. Patel community.Read more,3437.0,0.41
2 BHK Builder Floor for Sale in Palanpur Surat,2,Super Area,1035,Resale,Ready to Move,2,5,Furnished,NA,"2 BHK, Builder Floor Apartment is available for Sale in Palanpur, Surat for 44.0 Lac(s)Read more",4251.0,0.44
1 BHK Builder Floor for Sale in Piplod Surat,1,Super Area,785,Resale,Ready to Move,2,4,Semi-Furnished,NA,"1 BHK, Builder Floor Apartment is available for Sale in Piplod, Surat for 32.0 Lac(s)Read more",4076.0,0.32
1 BHK Apartment for Sale in Udhna Surat,1,Super Area,550,Resale,Ready to Move,4,4,Semi-Furnished,North - East,"East facing, vastu compliant, Good wind and duffused sunlight. Nearby School, Hospital and market.Read more",2318.0,0.13
"2 BHK Apartment for Sale in Suryanjali Residency, Amroli Surat",2,Carpet Area,575,Resale,Ready to Move,1,5,Semi-Furnished,NA,"2 BHK, Multistorey Apartment is available for Sale in Amroli, Surat for 26.50 Lac(s)Read more",2789.0,0.27
2 BHK Apartment for Sale in Vatsalya Avenue Surat,2,Carpet Area,1230,Resale,Ready to Move,9,13,Semi-Furnished,East,"Specious flat with full sunlight from all side. 24x7 SMC water,3 lift, wide coridorRead more",,0.3
2 BHK Apartment for Sale in Kamrej Road Surat,2,Carpet Area,783,Resale,Ready to Move,5,5,Unfurnished,North - East,"Multistorey apartment is available for sale. It has carpet area 783 sq-ft, it is 2 BHK apartment. Please contact for more details.Read more",,0.5
"1 BHK Apartment for Sale in Rameshwaram Terrace, Pal Gam Surat",1,Super Area,750,Resale,Ready to Move,3,5,Unfurnished,East,"1 BHK, Multistorey Apartment is available for Sale in Pal Gam, Surat for 28.0 Lac(s)Read more",3733.0,0.28
2 BHK Apartment for Sale in Rander Road Surat,2,Super Area,1100,Resale,Ready to Move,3,5,Unfurnished,East,"Security Cabin, CCTV surveillance, Piped Gas Gujarat Gas,  Parking areaRead more",3455.0,0.38
"2 BHK Apartment for Sale in Sai Residency, Kamrej Surat",2,Super Area,1156,Resale,Ready to Move,3,6,Unfurnished,NA,"2 BHK, Multistorey Apartment is available for Sale in Kamrej, Surat for 50.0 Lac(s)Read more",4325.0,0.5
1 BHK Apartment for Sale in Katargam Surat,1,Carpet Area,450,Resale,Ready to Move,5,5,Unfurnished,NA,"1 BHK, Multistorey Apartment is available for Sale in Katargam, Surat for 18.0 Lac(s)Read more",,0.18
2 BHK Apartment for Sale in Honey Park Surat,2,Carpet Area,950,Resale,Ready to Move,2,4,Semi-Furnished,North - East,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 35.0 Lac(s)Read more",3043.0,0.35
